C,Si,Mn,P,S,Cu,Al,N2,Nb,Ti,Total,UTS
0.14,0.179,0.54,0.012,0.007,0.024,0.032,0.04,0.003,0.002,0.979,458
0.14,0.179,0.54,0.012,0.007,0.024,0.032,0.04,0.003,0.002,0.979,458
0.132,0.189,0.537,0.011,0.005,0.01,0.037,0.03,0.002,0.002,0.955,477
0.132,0.189,0.537,0.011,0.005,0.01,0.037,0.03,0.002,0.002,0.955,477
0.14,0.179,0.54,0.012,0.007,0.024,0.032,0.04,0.003,0.002,0.979,458
0.133,0.182,0.556,0.01,0.005,0.011,0.035,0.045,0.002,0.002,0.981,435
0.147,0.174,0.567,0.009,0.006,0.03,0.04,0.032,0.002,0.002,1.009,434
0.133,0.182,0.556,0.01,0.005,0.011,0.035,0.045,0.002,0.002,0.981,435
0.13,0.142,0.567,0.006,0.004,0.014,0.031,0.043,0.002,0.002,0.941,438
0.13,0.142,0.567,0.006,0.004,0.014,0.031,0.043,0.002,0.002,0.941,438
0.135,0.168,0.543,0.007,0.005,0.026,0.038,0.042,0.002,0.002,0.968,447
0.133,0.15,0.577,0.006,0.005,0.025,0.039,0.054,0.003,0.002,0.994,432
0.135,0.168,0.543,0.007,0.005,0.026,0.038,0.042,0.002,0.002,0.968,447
0.135,0.168,0.543,0.007,0.005,0.026,0.038,0.042,0.002,0.002,0.968,447
0.147,0.174,0.567,0.009,0.006,0.03,0.04,0.032,0.002,0.002,1.009,434
0.135,0.178,0.55,0.008,0.005,0.016,0.038,0.043,0.002,0.002,0.977,450
0.135,0.178,0.55,0.008,0.005,0.016,0.038,0.043,0.002,0.002,0.977,450
0.135,0.178,0.55,0.008,0.005,0.016,0.038,0.043,0.002,0.002,0.977,450
0.135,0.178,0.55,0.008,0.005,0.016,0.038,0.043,0.002,0.002,0.977,450
0.14,0.179,0.54,0.012,0.007,0.024,0.032,0.04,0.003,0.002,0.979,458
0.14,0.179,0.54,0.012,0.007,0.024,0.032,0.04,0.003,0.002,0.979,458
0.136,0.161,0.565,0.012,0.004,0.01,0.04,0.046,0.002,0.002,0.978,438
0.138,0.199,0.552,0.009,0.005,0.019,0.034,0.041,0.003,0.003,1.003,452
0.138,0.199,0.552,0.009,0.005,0.019,0.034,0.041,0.003,0.003,1.003,451
0.138,0.199,0.552,0.009,0.005,0.019,0.034,0.041,0.003,0.003,1.003,451
0.132,0.189,0.537,0.011,0.005,0.01,0.037,0.03,0.002,0.002,0.955,443
0.148,0.187,0.898,0.012,0.004,0.013,0.036,0.04,0.035,0.003,1.376,564
0.139,0.211,0.91,0.01,0.004,0.036,0.031,0.032,0.032,0.003,1.408,575
0.137,0.197,0.913,0.008,0.002,0.013,0.029,0.039,0.033,0.002,1.373,583
0.139,0.211,0.91,0.01,0.004,0.036,0.031,0.032,0.032,0.003,1.408,575
0.139,0.211,0.91,0.01,0.004,0.036,0.031,0.032,0.032,0.003,1.408,575
0.137,0.197,0.913,0.008,0.002,0.013,0.029,0.039,0.033,0.002,1.373,583
0.137,0.202,0.914,0.008,0.006,0.023,0.028,0.049,0.031,0.003,1.401,581
0.137,0.183,0.87,0.007,0.006,0.023,0.037,0.036,0.03,0.002,1.331,593
0.148,0.211,0.881,0.01,0.005,0.021,0.035,0.048,0.039,0.003,1.401,600
0.137,0.183,0.87,0.007,0.006,0.023,0.037,0.036,0.03,0.002,1.331,593
0.137,0.194,0.896,0.007,0.005,0.025,0.031,0.045,0.029,0.002,1.371,565
0.148,0.211,0.881,0.01,0.005,0.021,0.035,0.048,0.039,0.003,1.401,600
0.142,0.199,0.901,0.006,0.004,0.011,0.034,0.034,0.035,0.002,1.368,574
0.149,0.028,1.024,0.007,0.004,0.013,0.048,0.032,0.002,0.002,1.309,466
0.149,0.028,1.024,0.007,0.004,0.013,0.048,0.032,0.002,0.002,1.309,466
0.149,0.028,1.024,0.007,0.004,0.013,0.048,0.032,0.002,0.002,1.309,466
0.149,0.028,1.024,0.007,0.004,0.013,0.048,0.032,0.002,0.002,1.309,466
0.144,0.201,0.934,0.007,0.003,0.017,0.029,0.039,0.019,0.002,1.395,569
0.137,0.173,0.926,0.004,0.002,0.014,0.025,0.031,0.021,0.002,1.335,561
0.137,0.173,0.926,0.004,0.002,0.014,0.025,0.031,0.021,0.002,1.335,561
0.142,0.17,0.978,0.01,0.005,0.007,0.033,0.039,0.022,0.002,1.408,561
0.142,0.174,0.923,0.007,0.006,0.026,0.034,0.05,0.02,0.002,1.384,548
0.137,0.186,0.878,0.009,0.005,0.024,0.03,0.044,0.018,0.002,1.333,551
0.137,0.186,0.878,0.009,0.005,0.024,0.03,0.044,0.018,0.002,1.333,551
0.144,0.211,0.939,0.009,0.005,0.014,0.034,0.034,0.025,0.003,1.418,545
0.144,0.211,0.939,0.009,0.005,0.014,0.034,0.034,0.025,0.003,1.418,545
0.144,0.211,0.939,0.009,0.005,0.014,0.034,0.034,0.025,0.003,1.418,545
0.144,0.211,0.939,0.009,0.005,0.014,0.034,0.034,0.025,0.003,1.418,545
0.137,0.186,0.878,0.009,0.005,0.024,0.03,0.044,0.018,0.002,1.333,551
0.037,0.008,0.23,0.008,0.002,0.011,0.042,0.034,0.001,0.001,0.374,373
0.037,0.008,0.23,0.008,0.002,0.011,0.042,0.034,0.001,0.001,0.374,373
0.037,0.008,0.23,0.008,0.002,0.011,0.042,0.034,0.001,0.001,0.374,373
0.051,0.01,0.218,0.006,0.003,0.019,0.039,0.038,0.002,0.002,0.388,358
0.051,0.01,0.218,0.006,0.003,0.019,0.039,0.038,0.002,0.002,0.388,358
0.039,0.013,0.221,0.006,0.005,0.029,0.038,0.026,0.002,0.002,0.381,373
0.065,0.02,0.218,0.008,0.002,0.012,0.044,0.026,0.002,0.002,0.399,372
0.065,0.02,0.218,0.008,0.002,0.012,0.044,0.026,0.002,0.002,0.399,372
0.039,0.013,0.221,0.006,0.005,0.029,0.038,0.026,0.002,0.002,0.381,349
0.046,0.013,0.21,0.006,0.005,0.024,0.045,0.029,0.001,0.002,0.381,349
0.046,0.013,0.21,0.006,0.005,0.024,0.045,0.029,0.001,0.002,0.381,349
0.046,0.013,0.217,0.006,0.007,0.03,0.044,0.03,0.003,0.002,0.398,347
0.046,0.013,0.217,0.006,0.007,0.03,0.044,0.03,0.003,0.002,0.398,347
0.046,0.013,0.217,0.006,0.007,0.03,0.044,0.03,0.003,0.002,0.398,347
0.046,0.013,0.217,0.006,0.007,0.03,0.044,0.03,0.003,0.002,0.398,347
0.037,0.008,0.23,0.008,0.002,0.011,0.042,0.034,0.001,0.001,0.374,347
0.037,0.008,0.23,0.008,0.002,0.011,0.042,0.034,0.001,0.001,0.374,347
0.037,0.008,0.23,0.008,0.002,0.011,0.042,0.034,0.001,0.001,0.374,347
0.064,0.022,0.26,0.014,0.002,0.011,0.043,0.054,0.001,0.002,0.473,379
0.043,0.015,0.241,0.009,0.004,0.015,0.039,0.052,0.002,0.001,0.421,354
0.043,0.015,0.241,0.009,0.004,0.015,0.039,0.052,0.002,0.001,0.421,354
0.043,0.015,0.241,0.009,0.004,0.015,0.039,0.052,0.002,0.001,0.421,354
0.043,0.015,0.228,0.007,0.005,0.018,0.045,0.025,0.002,0.001,0.389,361
0.043,0.015,0.228,0.007,0.005,0.018,0.045,0.025,0.002,0.001,0.389,361
0.043,0.015,0.228,0.007,0.005,0.018,0.045,0.025,0.002,0.001,0.389,361
0.053,0.012,0.222,0.005,0.003,0.011,0.042,0.027,0.002,0.001,0.378,337
0.049,0.018,0.215,0.003,0.006,0.036,0.042,0.045,0.002,0.002,0.418,353
0.142,0.199,0.901,0.006,0.004,0.011,0.034,0.034,0.035,0.002,1.368,574
0.159,0.196,0.915,0.01,0.003,0.021,0.031,0.035,0.034,0.002,1.406,587
0.16,0.222,0.919,0.013,0.001,0.01,0.029,0.036,0.031,0.002,1.423,518
0.14,0.223,0.986,0.013,0.006,0.013,0.057,0.036,0.032,0.003,1.509,611
0.135,0.203,0.898,0.008,0.003,0.008,0.035,0.043,0.029,0.002,1.364,530
0.138,0.013,0.893,0.009,0.006,0.012,0.05,0.033,0.03,0.002,1.186,559
0.189,0.17,1.316,0.008,0.005,0.033,0.038,0.032,0.002,0.002,1.795,564
0.189,0.17,1.316,0.008,0.005,0.033,0.038,0.032,0.002,0.002,1.795,564
0.138,0.013,0.893,0.009,0.006,0.012,0.05,0.033,0.03,0.002,1.186,559
0.189,0.17,1.316,0.008,0.005,0.033,0.038,0.032,0.002,0.002,1.795,564
0.189,0.17,1.316,0.008,0.005,0.033,0.038,0.032,0.002,0.002,1.795,564
0.189,0.17,1.316,0.008,0.005,0.033,0.038,0.032,0.002,0.002,1.795,564
0.045,0.009,0.2,0.005,0.001,0.007,0.034,0.029,0.002,0.001,0.333,342
0.045,0.008,0.212,0.009,0.007,0.014,0.036,0.043,0.002,0.001,0.377,344
0.049,0.011,0.2,0.017,0.004,0.011,0.045,0.042,0.002,0.002,0.383,350
0.039,0.013,0.221,0.006,0.005,0.029,0.038,0.026,0.002,0.002,0.381,349
0.039,0.013,0.221,0.006,0.005,0.029,0.038,0.026,0.002,0.002,0.381,349
0.039,0.013,0.221,0.006,0.005,0.029,0.038,0.026,0.002,0.002,0.381,349
0.039,0.013,0.221,0.006,0.005,0.029,0.038,0.026,0.002,0.002,0.381,349
0.046,0.021,0.232,0.007,0.001,0.01,0.039,0.04,0.001,0.002,0.399,350
0.049,0.011,0.2,0.017,0.004,0.011,0.045,0.042,0.002,0.002,0.383,350
0.048,0.015,0.221,0.005,0.004,0.018,0.046,0.036,0.002,0.002,0.397,342
0.049,0.011,0.2,0.017,0.004,0.011,0.045,0.042,0.002,0.002,0.383,350
0.042,0.007,0.232,0.009,0.008,0.023,0.034,0.035,0.003,0.001,0.394,346
0.039,0.028,0.195,0.005,0.004,0.013,0.053,0.045,0.002,0.002,0.386,352
0.039,0.028,0.195,0.005,0.004,0.013,0.053,0.045,0.002,0.002,0.386,352
0.059,0.012,0.212,0.006,0.006,0.027,0.042,0.034,0.002,0.001,0.401,334
0.138,0.203,0.922,0.009,0.007,0.017,0.032,0.025,0.036,0.002,1.391,588
0.14,0.184,0.884,0.009,0.006,0.024,0.035,0.038,0.038,0.003,1.361,581
0.143,0.172,0.93,0.011,0.004,0.011,0.035,0.037,0.037,0.003,1.383,583
0.148,0.187,0.898,0.012,0.004,0.013,0.036,0.04,0.035,0.003,1.376,564
0.143,0.172,0.93,0.011,0.004,0.011,0.035,0.037,0.037,0.003,1.383,583
0.148,0.187,0.898,0.012,0.004,0.013,0.036,0.04,0.035,0.003,1.376,564
0.138,0.198,0.888,0.008,0.004,0.027,0.03,0.046,0.032,0.003,1.374,595
0.138,0.198,0.888,0.008,0.004,0.027,0.03,0.046,0.032,0.003,1.374,595
0.132,0.171,0.901,0.012,0.006,0.03,0.031,0.048,0.031,0.002,1.364,577
0.139,0.196,0.921,0.01,0.004,0.02,0.036,0.052,0.036,0.002,1.416,570
0.15,0.237,0.955,0.008,0.004,0.013,0.03,0.037,0.037,0.003,1.474,585
0.15,0.237,0.955,0.008,0.004,0.013,0.03,0.037,0.037,0.003,1.474,585
0.15,0.237,0.955,0.008,0.004,0.013,0.03,0.037,0.037,0.003,1.474,554
0.141,0.209,0.919,0.008,0.005,0.023,0.035,0.04,0.035,0.003,1.418,569
0.135,0.198,0.897,0.008,0.004,0.009,0.032,0.044,0.029,0.002,1.358,563
0.147,0.193,0.911,0.015,0.004,0.012,0.031,0.03,0.032,0.002,1.377,576
0.133,0.2,0.891,0.008,0.004,0.019,0.033,0.033,0.032,0.003,1.356,568
0.133,0.2,0.891,0.008,0.004,0.019,0.033,0.033,0.032,0.003,1.356,568
0.139,0.183,0.878,0.008,0.003,0.012,0.036,0.025,0.031,0.003,1.318,575
0.146,0.195,0.924,0.018,0.004,0.02,0.031,0.033,0.033,0.002,1.406,576
0.146,0.195,0.924,0.018,0.004,0.02,0.031,0.033,0.033,0.002,1.406,576
0.158,0.206,0.903,0.009,0.003,0.011,0.032,0.028,0.033,0.003,1.386,561
0.158,0.206,0.903,0.009,0.003,0.011,0.032,0.028,0.033,0.003,1.386,561
0.158,0.206,0.903,0.009,0.003,0.011,0.032,0.028,0.033,0.003,1.386,561
0.146,0.195,0.924,0.018,0.004,0.02,0.031,0.033,0.033,0.002,1.406,576
0.146,0.195,0.924,0.018,0.004,0.02,0.031,0.033,0.033,0.002,1.406,576
0.133,0.17,0.555,0.007,0.003,0.012,0.034,0.025,0.002,0.002,0.943,439
0.135,0.178,0.55,0.008,0.005,0.016,0.038,0.043,0.002,0.002,0.977,450
0.133,0.152,0.535,0.006,0.004,0.027,0.033,0.052,0.002,0.002,0.946,464
0.142,0.185,0.553,0.009,0.002,0.009,0.028,0.04,0.002,0.003,0.973,436
0.138,0.172,0.577,0.009,0.004,0.017,0.029,0.04,0.001,0.002,0.989,449
0.128,0.2,0.549,0.009,0.005,0.014,0.036,0.029,0.002,0.002,0.974,453
0.136,0.19,0.562,0.01,0.007,0.011,0.037,0.034,0.002,0.003,0.992,451
0.128,0.2,0.549,0.009,0.005,0.014,0.036,0.029,0.002,0.002,0.974,442
0.125,0.199,0.525,0.009,0.005,0.024,0.051,0.038,0.002,0.002,0.98,439
0.132,0.157,0.552,0.007,0.004,0.009,0.031,0.05,0.001,0.002,0.945,481
0.146,0.195,0.924,0.018,0.004,0.02,0.031,0.033,0.033,0.002,1.406,576
0.158,0.206,0.903,0.009,0.003,0.011,0.032,0.028,0.033,0.003,1.386,561
0.153,0.222,0.904,0.013,0.003,0.013,0.034,0.038,0.031,0.003,1.414,566
0.145,0.216,0.873,0.008,0.003,0.023,0.033,0.037,0.033,0.003,1.374,508
0.145,0.216,0.873,0.008,0.003,0.023,0.033,0.037,0.033,0.003,1.374,508
0.145,0.216,0.873,0.008,0.003,0.023,0.033,0.037,0.033,0.003,1.374,508
0.145,0.216,0.873,0.008,0.003,0.023,0.033,0.037,0.033,0.003,1.374,508
0.145,0.216,0.873,0.008,0.003,0.023,0.033,0.037,0.033,0.003,1.374,508
0.147,0.184,0.895,0.009,0.004,0.01,0.035,0.055,0.035,0.002,1.376,577
0.147,0.184,0.895,0.009,0.004,0.01,0.035,0.055,0.035,0.002,1.376,577
0.149,0.199,0.917,0.011,0.003,0.018,0.035,0.037,0.029,0.003,1.401,570
0.147,0.184,0.895,0.009,0.004,0.01,0.035,0.055,0.035,0.002,1.376,577
0.147,0.184,0.895,0.009,0.004,0.01,0.035,0.055,0.035,0.002,1.376,577
0.14,0.172,0.559,0.009,0.006,0.026,0.034,0.046,0.001,0.002,0.995,440
0.14,0.172,0.559,0.009,0.006,0.026,0.034,0.046,0.001,0.002,0.995,440
0.14,0.172,0.559,0.009,0.006,0.026,0.034,0.046,0.001,0.002,0.995,440
0.14,0.172,0.559,0.009,0.006,0.026,0.034,0.046,0.001,0.002,0.995,440
0.14,0.172,0.559,0.009,0.006,0.026,0.034,0.046,0.001,0.002,0.995,440
0.14,0.172,0.559,0.009,0.006,0.026,0.034,0.046,0.001,0.002,0.995,440
0.14,0.172,0.559,0.009,0.006,0.026,0.034,0.046,0.001,0.002,0.995,440
0.14,0.172,0.559,0.009,0.006,0.026,0.034,0.046,0.001,0.002,0.995,440
0.142,0.158,0.584,0.015,0.002,0.007,0.035,0.046,0.002,0.002,0.993,455
0.142,0.158,0.584,0.015,0.002,0.007,0.035,0.046,0.002,0.002,0.993,455
0.135,0.154,0.591,0.009,0.005,0.031,0.031,0.043,0.001,0.002,1.002,437
0.135,0.154,0.591,0.009,0.005,0.031,0.031,0.043,0.001,0.002,1.002,437
0.133,0.13,0.537,0.008,0.004,0.012,0.036,0.045,0.001,0.002,0.908,441
0.133,0.13,0.537,0.008,0.004,0.012,0.036,0.045,0.001,0.002,0.908,441
0.132,0.166,0.627,0.008,0.003,0.013,0.034,0.036,0.002,0.002,1.023,428
0.132,0.166,0.627,0.008,0.003,0.013,0.034,0.036,0.002,0.002,1.023,428
0.145,0.182,0.919,0.005,0.004,0.027,0.029,0.041,0.021,0.002,1.375,566
0.137,0.173,0.926,0.004,0.002,0.014,0.025,0.031,0.021,0.002,1.335,561
0.144,0.201,0.934,0.007,0.003,0.017,0.029,0.039,0.019,0.002,1.395,569
0.144,0.201,0.937,0.007,0.004,0.023,0.034,0.044,0.022,0.002,1.418,557
0.139,0.194,0.896,0.005,0.006,0.019,0.029,0.038,0.019,0.002,1.347,542
0.143,0.178,0.938,0.007,0.006,0.007,0.036,0.029,0.019,0.002,1.365,548
0.144,0.201,0.937,0.007,0.004,0.023,0.034,0.044,0.022,0.002,1.418,557
0.142,0.174,0.923,0.007,0.006,0.026,0.034,0.05,0.02,0.002,1.384,548
0.144,0.17,0.897,0.013,0.006,0.005,0.027,0.031,0.022,0.002,1.317,557
0.144,0.17,0.897,0.013,0.006,0.005,0.027,0.031,0.022,0.002,1.317,557
0.142,0.018,0.929,0.009,0.005,0.015,0.048,0.039,0.039,0.002,1.246,583
0.142,0.018,0.929,0.009,0.005,0.015,0.048,0.039,0.039,0.002,1.246,583
0.142,0.018,0.929,0.009,0.005,0.015,0.048,0.039,0.039,0.002,1.246,583
0.064,0.022,0.26,0.014,0.002,0.011,0.043,0.054,0.001,0.002,0.473,374
0.056,0.03,0.206,0.007,0.004,0.032,0.023,0.046,0.001,0.001,0.406,371
0.056,0.03,0.206,0.007,0.004,0.032,0.023,0.046,0.001,0.001,0.406,371
0.061,0.014,0.21,0.01,0.004,0.009,0.046,0.04,0.002,0.002,0.398,362
0.061,0.014,0.21,0.01,0.004,0.009,0.046,0.04,0.002,0.002,0.398,362
0.056,0.03,0.206,0.007,0.004,0.032,0.023,0.046,0.001,0.001,0.406,371
0.056,0.03,0.206,0.007,0.004,0.032,0.023,0.046,0.001,0.001,0.406,371
0.139,0.173,0.934,0.009,0.002,0.009,0.032,0.042,0.018,0.002,1.36,552
0.139,0.173,0.934,0.009,0.002,0.009,0.032,0.042,0.018,0.002,1.36,552
0.165,0.184,0.949,0.007,0.005,0.022,0.033,0.048,0.027,0.002,1.442,623
0.147,0.213,0.9,0.009,0.007,0.019,0.036,0.041,0.034,0.003,1.409,578
0.14,0.223,0.986,0.013,0.006,0.013,0.057,0.036,0.032,0.003,1.509,611
0.051,0.01,0.218,0.006,0.003,0.019,0.039,0.038,0.002,0.002,0.388,369
0.042,0.008,0.201,0.004,0.006,0.022,0.045,0.037,0.002,0.001,0.368,360
0.051,0.01,0.218,0.006,0.003,0.019,0.039,0.038,0.002,0.002,0.388,369
0.051,0.01,0.218,0.006,0.003,0.019,0.039,0.038,0.002,0.002,0.388,369
0.042,0.008,0.201,0.004,0.006,0.022,0.045,0.037,0.002,0.001,0.368,360
0.042,0.008,0.201,0.004,0.006,0.022,0.045,0.037,0.002,0.001,0.368,360
0.046,0.013,0.21,0.006,0.005,0.024,0.045,0.029,0.001,0.002,0.381,349
0.057,0.011,0.216,0.006,0.002,0.011,0.045,0.037,0.002,0.002,0.389,354
0.051,0.01,0.218,0.006,0.003,0.019,0.039,0.038,0.002,0.002,0.388,358
0.045,0.013,0.2,0.009,0.007,0.021,0.031,0.054,0.002,0.001,0.383,359
0.045,0.013,0.2,0.009,0.007,0.021,0.031,0.054,0.002,0.001,0.383,359
0.045,0.013,0.2,0.009,0.007,0.021,0.031,0.054,0.002,0.001,0.383,359
0.055,0.016,0.221,0.006,0.001,0.006,0.037,0.035,0.002,0.002,0.381,344
0.046,0.013,0.217,0.006,0.007,0.03,0.044,0.03,0.003,0.002,0.398,351
0.042,0.008,0.201,0.004,0.006,0.022,0.045,0.037,0.002,0.001,0.368,345
0.046,0.013,0.217,0.006,0.007,0.03,0.044,0.03,0.003,0.002,0.398,347
0.046,0.013,0.217,0.006,0.007,0.03,0.044,0.03,0.003,0.002,0.398,347
0.046,0.013,0.217,0.006,0.007,0.03,0.044,0.03,0.003,0.002,0.398,347
0.046,0.013,0.217,0.006,0.007,0.03,0.044,0.03,0.003,0.002,0.398,347
0.144,0.185,0.883,0.011,0.004,0.01,0.03,0.039,0.032,0.002,1.34,584
0.137,0.194,0.896,0.007,0.005,0.025,0.031,0.045,0.029,0.002,1.371,565
0.137,0.194,0.896,0.007,0.005,0.025,0.031,0.045,0.029,0.002,1.371,565
0.137,0.194,0.896,0.007,0.005,0.025,0.031,0.045,0.029,0.002,1.371,565
0.137,0.202,0.914,0.008,0.006,0.023,0.028,0.049,0.031,0.003,1.401,581
0.169,0.174,0.908,0.011,0.005,0.001,0.032,0.04,0.029,0.002,1.371,582
0.161,0.207,0.899,0.011,0.004,0.011,0.05,0.039,0.034,0.003,1.419,582
0.138,0.198,0.888,0.008,0.004,0.027,0.03,0.046,0.032,0.003,1.374,595
0.138,0.198,0.888,0.008,0.004,0.027,0.03,0.046,0.032,0.003,1.374,576
0.128,0.172,0.566,0.008,0.003,0.013,0.03,0.055,0.003,0.003,0.981,457
0.127,0.011,0.549,0.007,0.007,0.021,0.042,0.024,0.002,0.002,0.792,437
0.129,0.183,0.559,0.007,0.005,0.01,0.033,0.042,0.003,0.002,0.973,437
0.128,0.172,0.566,0.008,0.003,0.013,0.03,0.055,0.003,0.003,0.981,466
0.133,0.182,0.554,0.007,0.005,0.021,0.036,0.029,0.001,0.002,0.97,425
0.133,0.17,0.556,0.012,0.005,0.009,0.029,0.026,0.001,0.002,0.943,460
0.137,0.169,0.549,0.013,0.005,0.025,0.039,0.036,0.002,0.002,0.977,450
0.136,0.153,0.525,0.008,0.005,0.01,0.031,0.038,0.001,0.002,0.909,424
0.133,0.17,0.556,0.012,0.005,0.009,0.029,0.026,0.001,0.002,0.943,450
0.135,0.171,0.556,0.008,0.006,0.028,0.035,0.047,0.002,0.002,0.99,432
0.135,0.171,0.556,0.008,0.006,0.028,0.035,0.047,0.002,0.002,0.99,432
0.135,0.171,0.556,0.008,0.006,0.028,0.035,0.047,0.002,0.002,0.99,432
0.135,0.171,0.556,0.008,0.006,0.028,0.035,0.047,0.002,0.002,0.99,447
0.123,0.15,0.54,0.013,0.005,0.01,0.035,0.03,0.001,0.002,0.909,438
0.163,0.214,0.932,0.012,0.007,0.023,0.039,0.045,0.032,0.002,1.469,570
0.14,0.213,0.907,0.008,0.005,0.035,0.032,0.039,0.029,0.003,1.411,577
0.163,0.214,0.932,0.012,0.007,0.023,0.039,0.045,0.032,0.002,1.469,570
0.138,0.215,0.559,0.011,0.003,0.013,0.037,0.036,0.002,0.002,1.016,450
0.131,0.158,0.546,0.006,0.003,0.039,0.033,0.041,0.002,0.002,0.961,447
0.142,0.209,0.867,0.011,0.006,0.012,0.03,0.047,0.03,0.002,1.356,576
0.134,0.184,0.892,0.005,0.006,0.022,0.039,0.038,0.035,0.002,1.357,555
0.141,0.205,0.538,0.011,0.001,0.015,0.028,0.04,0.002,0.003,0.984,455
0.138,0.215,0.559,0.011,0.003,0.013,0.037,0.036,0.002,0.002,1.016,450
0.131,0.158,0.546,0.006,0.003,0.039,0.033,0.041,0.002,0.002,0.961,447
0.131,0.158,0.546,0.006,0.003,0.039,0.033,0.041,0.002,0.002,0.961,447
0.141,0.227,0.903,0.007,0.005,0.026,0.031,0.039,0.036,0.003,1.418,562
0.142,0.209,0.867,0.011,0.006,0.012,0.03,0.047,0.03,0.002,1.356,576
0.136,0.17,0.948,0.02,0.006,0.01,0.029,0.045,0.034,0.003,1.401,570
0.146,0.182,0.912,0.01,0.004,0.008,0.029,0.035,0.032,0.002,1.36,587
0.142,0.209,0.867,0.011,0.006,0.012,0.03,0.047,0.03,0.002,1.356,576
0.159,0.201,0.893,0.014,0.003,0.01,0.035,0.032,0.028,0.003,1.378,569
0.159,0.201,0.893,0.014,0.003,0.01,0.035,0.032,0.028,0.003,1.378,569
0.159,0.201,0.893,0.014,0.003,0.01,0.035,0.032,0.028,0.003,1.378,569
0.159,0.201,0.893,0.014,0.003,0.01,0.035,0.032,0.028,0.003,1.378,569
0.142,0.158,0.584,0.015,0.002,0.007,0.035,0.046,0.002,0.002,0.993,455
0.142,0.145,0.533,0.008,0.005,0.022,0.033,0.032,0.001,0.002,0.923,440
0.127,0.153,0.57,0.006,0.005,0.028,0.033,0.029,0.002,0.002,0.955,431
0.14,0.172,0.559,0.009,0.006,0.026,0.034,0.046,0.001,0.002,0.995,440
0.133,0.13,0.537,0.008,0.004,0.012,0.036,0.045,0.001,0.002,0.908,441
0.14,0.172,0.559,0.009,0.006,0.026,0.034,0.046,0.001,0.002,0.995,440
0.133,0.13,0.537,0.008,0.004,0.012,0.036,0.045,0.001,0.002,0.908,441
0.133,0.13,0.537,0.008,0.004,0.012,0.036,0.045,0.001,0.002,0.908,441
0.133,0.13,0.537,0.008,0.004,0.012,0.036,0.045,0.001,0.002,0.908,441
0.129,0.187,0.544,0.009,0.004,0.022,0.037,0.035,0.001,0.002,0.97,436
0.142,0.158,0.584,0.015,0.002,0.007,0.035,0.046,0.002,0.002,0.993,455
0.132,0.166,0.627,0.008,0.003,0.013,0.034,0.036,0.002,0.002,1.023,428
0.144,0.17,0.897,0.013,0.006,0.005,0.027,0.031,0.022,0.002,1.317,557
0.139,0.194,0.896,0.005,0.006,0.019,0.029,0.038,0.019,0.002,1.347,542
0.144,0.201,0.937,0.007,0.004,0.023,0.034,0.044,0.022,0.002,1.418,557
0.142,0.174,0.923,0.007,0.006,0.026,0.034,0.05,0.02,0.002,1.384,548
0.142,0.174,0.923,0.007,0.006,0.026,0.034,0.05,0.02,0.002,1.384,548
0.144,0.201,0.937,0.007,0.004,0.023,0.034,0.044,0.022,0.002,1.418,557
0.139,0.194,0.896,0.005,0.006,0.019,0.029,0.038,0.019,0.002,1.347,542
0.139,0.194,0.896,0.005,0.006,0.019,0.029,0.038,0.019,0.002,1.347,542
0.144,0.201,0.937,0.007,0.004,0.023,0.034,0.044,0.022,0.002,1.418,557
0.043,0.015,0.228,0.007,0.005,0.018,0.045,0.025,0.002,0.001,0.389,361
0.043,0.015,0.228,0.007,0.005,0.018,0.045,0.025,0.002,0.001,0.389,361
0.035,0.012,0.228,0.006,0.005,0.025,0.043,0.035,0.002,0.001,0.392,348
0.045,0.008,0.212,0.009,0.007,0.014,0.036,0.043,0.002,0.001,0.377,344
0.045,0.008,0.212,0.009,0.007,0.014,0.036,0.043,0.002,0.001,0.377,344
0.045,0.008,0.212,0.009,0.007,0.014,0.036,0.043,0.002,0.001,0.377,344
0.045,0.008,0.212,0.009,0.007,0.014,0.036,0.043,0.002,0.001,0.377,344
0.045,0.008,0.212,0.009,0.007,0.014,0.036,0.043,0.002,0.001,0.377,344
0.045,0.008,0.212,0.009,0.007,0.014,0.036,0.043,0.002,0.001,0.377,344
0.045,0.013,0.2,0.009,0.007,0.021,0.031,0.054,0.002,0.001,0.383,374
0.046,0.013,0.217,0.006,0.007,0.03,0.044,0.03,0.003,0.002,0.398,351
0.041,0.009,0.218,0.008,0.005,0.024,0.044,0.06,0.002,0.001,0.412,373
0.041,0.009,0.218,0.008,0.005,0.024,0.044,0.06,0.002,0.001,0.412,373
0.041,0.009,0.218,0.008,0.005,0.024,0.044,0.06,0.002,0.001,0.412,373
0.041,0.009,0.218,0.008,0.005,0.024,0.044,0.06,0.002,0.001,0.412,373
0.04,0.008,0.229,0.009,0.005,0.014,0.025,0.026,0.002,0.001,0.359,342
0.04,0.008,0.229,0.009,0.005,0.014,0.025,0.026,0.002,0.001,0.359,342
0.04,0.008,0.229,0.009,0.005,0.014,0.025,0.026,0.002,0.001,0.359,342
0.04,0.008,0.229,0.009,0.005,0.014,0.025,0.026,0.002,0.001,0.359,342
0.04,0.008,0.229,0.009,0.005,0.014,0.025,0.026,0.002,0.001,0.359,342
0.107,0.028,0.584,0.02,0.008,0.023,0.035,0.047,0.002,0.002,0.856,417
